,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_num,color_num
26260,2.13,Ideal,I,SI2,62.0,55.0,15718.0,8.25,8.27,5.12,1.0,1.0
26261,1.58,Ideal,E,VS2,62.7,56.0,15721.0,7.55,7.45,4.7,3.0,5.0
26262,2.01,Good,I,VS2,59.9,65.0,15729.0,8.19,8.14,4.89,3.0,1.0
26263,2.01,Ideal,I,VS2,66.7,56.0,15729.0,7.75,7.65,5.14,3.0,1.0
26264,2.01,Fair,I,VS2,66.3,57.0,15729.0,7.79,7.74,5.15,3.0,1.0
26265,2.01,Ideal,I,VS2,64.8,55.0,15729.0,7.91,7.87,5.12,3.0,1.0
26266,2.24,Ideal,I,SI2,62.1,53.6,15730.0,8.38,8.41,5.21,1.0,1.0
26267,1.68,Ideal,G,VS2,62.5,54.0,15740.0,7.61,7.64,4.76,3.0,3.0
26268,2.0,Very Good,H,SI1,62.2,57.0,15745.0,7.97,8.08,4.99,2.0,2.0
26269,2.46,Ideal,G,SI2,63.0,56.0,15745.0,8.6,8.52,5.44,1.0,3.0
26270,2.48,Very Good,H,SI2,63.3,56.0,15746.0,8.6,8.55,5.43,1.0,2.0
26271,2.15,Premium,G,SI2,58.9,58.0,15751.0,8.46,8.41,4.97,1.0,3.0
26272,2.07,Very Good,I,SI1,63.1,59.0,15751.0,8.11,8.02,5.09,2.0,1.0
26273,1.7,Ideal,G,VS2,62.9,55.0,15756.0,7.66,7.6,4.8,3.0,3.0
26274,2.11,Premium,G,SI2,59.1,59.0,15757.0,8.33,8.4,4.94,1.0,3.0
26275,2.17,Very Good,I,SI1,62.1,61.0,15760.0,8.24,8.27,5.13,2.0,1.0
26276,1.52,Ideal,G,VVS2,60.6,57.0,15760.0,7.45,7.49,4.52,5.0,3.0
26277,2.04,Premium,H,SI2,62.7,56.0,15760.0,8.12,8.06,5.07,1.0,2.0
26278,2.0,Fair,H,SI1,65.6,58.0,15762.0,7.92,7.76,5.15,2.0,2.0
26279,2.02,Good,I,VS1,65.5,57.0,15765.0,7.88,7.96,5.19,4.0,1.0
26280,2.11,Ideal,J,VS1,61.8,56.2,15766.0,8.2,8.23,5.07,4.0,0.0
26281,1.19,Very Good,D,VVS1,59.4,56.0,15767.0,6.95,7.0,4.14,6.0,6.0
26282,2.14,Very Good,I,SI1,61.3,61.0,15769.0,8.28,8.32,5.09,2.0,1.0
26283,2.01,Very Good,H,SI2,63.0,59.0,15773.0,7.9,7.93,4.99,1.0,2.0
26284,2.01,Premium,H,SI2,62.3,58.0,15773.0,8.06,8.11,5.04,1.0,2.0
26285,2.09,Very Good,F,SI2,60.2,61.0,15773.0,8.32,8.29,5.0,1.0,4.0
26286,1.51,Ideal,D,VS2,60.9,57.0,15776.0,7.42,7.45,4.53,3.0,6.0
26287,2.52,Fair,J,SI2,65.1,56.0,15776.0,8.51,8.43,5.51,1.0,0.0
26288,2.27,Premium,H,SI2,60.7,59.0,15783.0,8.5,8.45,5.15,1.0,2.0
26289,2.02,Ideal,I,SI1,62.3,57.0,15785.0,8.07,8.11,5.04,2.0,1.0
26290,2.02,Ideal,H,SI2,62.7,57.0,15785.0,8.05,8.0,5.03,1.0,2.0
26291,1.5,Ideal,D,VS2,62.0,57.0,15788.0,7.34,7.37,4.56,3.0,6.0
26292,1.52,Good,E,VS1,64.0,55.0,15792.0,7.27,7.19,4.63,4.0,5.0
26293,1.52,Good,E,VS1,63.9,56.0,15792.0,7.25,7.21,4.62,4.0,5.0
26294,1.52,Ideal,F,VS2,62.9,53.0,15792.0,7.36,7.31,4.61,3.0,4.0
26295,1.52,Premium,F,VS2,61.4,58.0,15792.0,7.42,7.37,4.54,3.0,4.0
26296,1.55,Ideal,G,VVS2,62.5,57.0,15794.0,7.35,7.33,4.59,5.0,3.0
26297,1.7,Ideal,G,VS2,61.3,57.0,15797.0,7.6,7.67,4.68,3.0,3.0
26298,1.7,Premium,G,VS2,59.0,58.0,15797.0,7.8,7.85,4.62,3.0,3.0
26299,2.19,Premium,H,SI1,62.3,62.0,15801.0,8.27,8.25,5.15,2.0,2.0
26300,1.72,Premium,G,VS2,61.1,58.0,15801.0,7.69,7.73,4.71,3.0,3.0
26301,1.55,Premium,F,VS1,61.6,56.0,15801.0,7.45,7.38,4.57,4.0,4.0
26302,1.32,Ideal,D,VVS2,59.3,59.0,15802.0,7.16,7.23,4.27,5.0,6.0
26303,1.82,Ideal,F,SI1,61.8,58.0,15802.0,7.8,7.84,4.83,2.0,4.0
26304,1.7,Premium,E,SI1,60.1,58.0,15804.0,7.78,7.74,4.66,2.0,5.0
26305,1.7,Premium,E,SI1,61.8,58.0,15804.0,7.62,7.52,4.68,2.0,5.0
26306,2.06,Very Good,G,SI2,59.8,61.0,15805.0,8.22,8.26,4.93,1.0,3.0
26307,1.76,Premium,E,SI1,60.5,58.0,15805.0,7.93,7.84,4.77,2.0,5.0
26308,1.28,Premium,E,IF,59.8,59.0,15806.0,7.1,7.07,4.24,7.0,5.0
26309,2.02,Premium,I,VS2,62.9,59.0,15808.0,8.03,7.93,5.02,3.0,1.0
26310,2.03,Very Good,F,SI2,59.8,56.0,15811.0,8.21,8.3,4.94,1.0,4.0
26311,1.06,Ideal,D,IF,61.2,57.0,15813.0,6.57,6.61,4.03,7.0,6.0
26312,2.02,Ideal,G,SI2,63.5,54.0,15814.0,7.96,8.02,5.07,1.0,3.0
26313,2.34,Premium,I,SI1,61.7,60.0,15818.0,8.59,8.53,5.28,2.0,1.0
26314,2.1,Premium,I,SI1,61.5,59.0,15818.0,8.28,8.24,5.08,2.0,1.0
26315,2.01,Very Good,I,VS2,62.5,58.0,15819.0,7.97,8.05,5.01,3.0,1.0
26316,1.52,Very Good,F,VS1,63.8,56.0,15819.0,7.25,7.3,4.64,4.0,4.0
26317,1.61,Ideal,F,VS2,62.1,57.0,15819.0,7.49,7.56,4.67,3.0,4.0
26318,1.51,Ideal,D,VS2,62.1,58.0,15821.0,7.32,7.34,4.55,3.0,6.0
26319,1.59,Ideal,G,VVS2,62.6,55.0,15823.0,7.47,7.44,4.67,5.0,3.0
26320,2.4,Fair,J,SI2,65.4,56.0,15824.0,8.35,8.29,5.44,1.0,0.0
26321,2.21,Very Good,G,SI2,60.7,62.0,15825.0,8.42,8.48,5.13,1.0,3.0
26322,2.03,Very Good,I,VS2,61.4,59.0,15826.0,8.06,8.12,4.97,3.0,1.0
26323,2.03,Ideal,I,VS2,59.9,60.0,15826.0,8.17,8.27,4.92,3.0,1.0
26324,2.1,Fair,F,SI2,64.7,61.0,15827.0,7.97,7.92,5.14,1.0,4.0
26325,1.71,Very Good,G,VS2,62.5,58.0,15829.0,7.56,7.66,4.76,3.0,3.0
26326,2.0,Ideal,H,VS2,62.4,55.0,15829.0,8.03,7.94,4.99,3.0,2.0
26327,2.01,Good,G,SI2,63.6,59.0,15832.0,7.95,8.0,5.07,1.0,3.0
26328,2.01,Premium,J,VVS1,62.2,58.0,15836.0,8.1,7.89,5.0,6.0,0.0
26329,2.05,Premium,I,SI1,61.2,57.0,15837.0,8.24,8.21,5.03,2.0,1.0
26330,2.0,Very Good,H,SI1,60.1,61.0,15840.0,8.1,8.13,4.88,2.0,2.0
26331,2.0,Very Good,E,SI2,58.1,60.0,15840.0,8.25,8.32,4.81,1.0,5.0
26332,1.63,Ideal,G,VS1,61.7,55.0,15840.0,7.6,7.56,4.68,4.0,3.0
26333,2.01,Premium,F,SI2,59.5,59.0,15841.0,8.24,8.15,4.88,1.0,4.0
26334,2.01,Ideal,G,SI2,62.8,56.0,15841.0,8.07,8.02,5.05,1.0,3.0
26335,1.73,Ideal,E,SI1,61.9,57.0,15842.0,7.74,7.66,4.77,2.0,5.0
26336,1.59,Ideal,G,VVS2,60.6,59.0,15843.0,7.53,7.59,4.58,5.0,3.0
26337,1.55,Ideal,D,VS2,60.1,58.0,15845.0,7.56,7.54,4.54,3.0,6.0
26338,2.07,Very Good,I,SI1,62.3,60.0,15847.0,8.12,8.16,5.07,2.0,1.0
26339,1.74,Ideal,E,SI1,62.2,56.0,15847.0,7.67,7.72,4.79,2.0,5.0
26370,1.5,Ideal,D,VS2,62.6,56.0,15848.0,7.21,7.27,4.53,3.0,6.0
26371,2.02,Very Good,G,SI2,63.1,56.0,15848.0,8.06,8.02,5.07,1.0,3.0
26372,2.18,Ideal,I,SI2,62.5,55.0,15850.0,8.34,8.31,5.2,1.0,1.0
26373,2.02,Very Good,H,SI2,59.9,55.0,15851.0,8.17,8.28,4.93,1.0,2.0
26374,1.5,Ideal,F,VS1,62.3,56.0,15851.0,7.34,7.3,4.56,4.0,4.0
26375,2.0,Good,I,VS1,58.8,65.0,15851.0,8.1,8.03,4.74,4.0,1.0
26376,1.5,Premium,F,VS1,62.2,60.0,15851.0,7.3,7.27,4.53,4.0,4.0
26377,2.0,Very Good,F,SI1,63.3,56.0,15851.0,8.0,7.93,5.04,2.0,4.0
26378,2.24,Ideal,I,SI2,62.1,57.0,15852.0,8.31,8.4,5.19,1.0,1.0
26379,2.05,Ideal,H,SI2,60.4,58.0,15857.0,8.21,8.27,4.98,1.0,2.0
26380,2.0,Very Good,E,SI2,63.5,59.0,15864.0,7.9,7.98,5.04,1.0,5.0
26381,2.08,Premium,E,SI2,62.3,59.0,15873.0,8.22,8.16,5.1,1.0,5.0
26382,2.04,Ideal,H,SI2,61.2,56.0,15874.0,8.19,8.25,5.03,1.0,2.0
26383,1.3,Ideal,E,IF,62.3,54.0,15874.0,6.97,7.03,4.36,7.0,5.0
26384,2.02,Very Good,G,SI2,62.8,55.0,15877.0,8.06,8.11,5.08,1.0,3.0
26385,1.23,Very Good,E,VVS1,61.2,59.0,15878.0,6.9,6.98,4.25,6.0,5.0
26386,1.55,Ideal,D,VS2,62.1,59.0,15887.0,7.34,7.37,4.57,3.0,6.0
26387,2.01,Good,H,SI2,64.0,51.0,15888.0,8.08,8.01,5.15,1.0,2.0
26388,2.01,Fair,H,VS2,66.1,53.0,15888.0,7.82,7.92,5.2,3.0,2.0
26389,1.69,Premium,G,VVS2,62.9,58.0,15889.0,7.59,7.51,4.75,5.0,3.0
26390,2.05,Premium,I,VS2,62.5,59.0,15897.0,8.07,8.12,5.06,3.0,1.0
26391,2.0,Premium,G,SI2,62.1,59.0,15897.0,8.12,8.02,5.01,1.0,3.0
26392,2.2,Premium,G,SI2,60.4,60.0,15897.0,8.44,8.36,5.08,1.0,3.0
26393,2.03,Good,J,VVS2,63.2,60.0,15898.0,7.88,7.94,5.0,5.0,0.0
26394,2.19,Very Good,I,SI2,60.3,60.0,15907.0,8.29,8.33,5.01,1.0,1.0
26395,2.01,Premium,H,VS2,61.1,61.0,15908.0,8.14,8.09,4.96,3.0,2.0
26396,2.14,Premium,I,SI1,61.3,61.0,15913.0,8.32,8.28,5.09,2.0,1.0
26397,2.14,Premium,I,SI2,60.1,58.0,15915.0,8.41,8.37,5.04,1.0,1.0
26398,2.01,Premium,H,SI2,62.3,58.0,15917.0,8.11,8.06,5.04,1.0,2.0
26399,2.39,Premium,H,SI1,61.8,58.0,15917.0,8.57,8.52,5.28,2.0,2.0
26400,2.01,Premium,H,SI2,63.0,59.0,15917.0,7.93,7.9,4.99,1.0,2.0
26401,2.01,Very Good,I,VS2,62.1,60.0,15919.0,7.96,8.01,4.96,3.0,1.0
26402,2.01,Very Good,I,VS2,59.6,62.0,15919.0,8.17,8.25,4.89,3.0,1.0
26403,2.01,Good,H,SI1,63.2,58.0,15919.0,7.93,7.98,5.03,2.0,2.0
26404,2.4,Premium,J,SI1,59.7,58.0,15920.0,8.75,8.71,5.21,2.0,0.0
26405,1.52,Ideal,D,VS2,62.1,58.0,15922.0,7.36,7.4,4.58,3.0,6.0
26406,2.0,Very Good,I,VS2,58.6,62.0,15923.0,8.17,8.2,4.8,3.0,1.0
26407,1.0,Good,D,IF,63.3,59.0,15928.0,6.33,6.37,4.02,7.0,6.0
26408,2.01,Very Good,H,VS1,63.5,53.0,15930.0,8.04,7.97,5.08,4.0,2.0
26409,2.03,Premium,H,SI2,61.6,58.0,15930.0,8.09,8.17,5.01,1.0,2.0
26410,2.14,Very Good,I,VS2,62.8,59.0,15931.0,8.16,8.21,5.14,3.0,1.0
26411,2.5,Premium,H,SI2,62.4,59.0,15934.0,8.61,8.54,5.35,1.0,2.0
26412,1.7,Very Good,G,VS2,63.1,57.0,15937.0,7.53,7.62,4.78,3.0,3.0
26413,2.06,Very Good,G,SI2,59.0,58.0,15938.0,8.3,8.38,4.92,1.0,3.0
26414,2.01,Premium,I,VS2,60.3,62.0,15939.0,8.13,8.08,4.89,3.0,1.0
26415,2.01,Premium,I,VS2,60.3,62.0,15939.0,8.13,8.08,4.89,3.0,1.0
26416,1.7,Premium,G,VS2,60.3,60.0,15941.0,7.72,7.64,4.63,3.0,3.0
26417,1.7,Premium,G,VS2,59.0,58.0,15941.0,7.85,7.8,4.62,3.0,3.0
26418,1.7,Ideal,G,VS2,61.3,57.0,15941.0,7.67,7.6,4.68,3.0,3.0
26419,2.02,Ideal,I,SI1,61.9,58.0,15942.0,8.07,8.18,5.03,2.0,1.0
26420,1.72,Premium,G,VS2,61.1,58.0,15946.0,7.73,7.69,4.71,3.0,3.0
26421,1.72,Very Good,E,SI1,62.2,58.0,15948.0,7.63,7.7,4.77,2.0,5.0
26422,2.21,Ideal,G,SI2,60.1,60.0,15948.0,8.47,8.53,5.11,1.0,3.0
26423,2.05,Very Good,H,SI2,62.4,58.0,15949.0,8.1,8.15,5.07,1.0,2.0
26424,2.06,Premium,G,SI2,59.8,61.0,15949.0,8.26,8.22,4.93,1.0,3.0
26425,2.01,Very Good,I,VVS2,63.5,58.0,15952.0,7.92,7.82,5.0,5.0,1.0
26426,2.01,Ideal,F,SI2,62.3,58.0,15955.0,8.03,8.01,5.0,1.0,4.0
26427,1.5,Very Good,E,VS1,59.0,62.0,15957.0,7.45,7.47,4.4,4.0,5.0
26428,1.52,Ideal,G,VVS1,62.4,55.0,15959.0,7.3,7.39,4.58,6.0,3.0
26429,1.52,Premium,G,VVS1,60.4,59.0,15959.0,7.38,7.48,4.49,6.0,3.0
26430,2.0,Good,E,SI2,60.1,54.0,15962.0,8.01,8.15,4.86,1.0,5.0
26431,3.4,Fair,D,I1,66.8,52.0,15964.0,9.42,9.34,6.27,0.0,6.0
26432,2.01,Very Good,I,VS2,62.3,59.0,15965.0,8.02,8.1,5.02,3.0,1.0
26433,1.55,Premium,F,VS1,62.0,60.0,15966.0,7.4,7.31,4.56,4.0,4.0
26434,1.38,Ideal,F,VVS1,62.9,56.0,15968.0,7.04,7.1,4.45,6.0,4.0
26435,2.21,Premium,G,SI2,60.7,62.0,15970.0,8.48,8.42,5.13,1.0,3.0
26436,2.06,Ideal,F,SI2,62.7,57.0,15970.0,8.19,8.09,5.1,1.0,4.0
26437,2.02,Ideal,H,SI2,63.0,57.0,15974.0,8.01,8.06,5.06,1.0,2.0
26438,2.01,Good,G,SI2,63.6,59.0,15977.0,8.0,7.95,5.07,1.0,3.0
26439,2.01,Premium,G,SI2,59.8,58.0,15977.0,8.21,8.15,4.89,1.0,3.0
26440,1.54,Premium,G,VVS2,62.2,59.0,15983.0,7.41,7.37,4.6,5.0,3.0
26441,2.0,Premium,H,SI1,60.1,61.0,15984.0,8.13,8.1,4.88,2.0,2.0
26442,2.0,Premium,E,SI2,58.1,60.0,15984.0,8.32,8.25,4.81,1.0,5.0
26443,2.0,Very Good,H,SI1,63.2,58.0,15984.0,7.95,7.93,5.02,2.0,2.0
26444,4.0,Very Good,I,I1,63.3,58.0,15984.0,10.01,9.94,6.31,0.0,1.0
26445,2.02,Premium,H,VS2,61.3,60.0,15987.0,8.16,8.11,4.99,3.0,2.0
26446,2.02,Very Good,F,SI1,62.8,59.0,15987.0,7.9,7.98,4.99,2.0,4.0
26447,2.5,Ideal,J,SI2,60.7,55.0,15990.0,8.8,8.66,5.3,1.0,0.0
26448,1.55,Premium,D,VS2,61.5,58.0,15991.0,7.48,7.51,4.61,3.0,6.0
26449,1.53,Ideal,G,VVS1,61.8,55.0,15992.0,7.43,7.45,4.59,6.0,3.0
26450,2.3,Premium,H,SI2,62.7,56.0,15992.0,8.46,8.42,5.29,1.0,2.0
26451,2.07,Very Good,H,SI2,63.3,56.0,15992.0,8.1,8.08,5.12,1.0,2.0
26452,1.74,Ideal,E,SI1,62.2,56.0,15992.0,7.72,7.67,4.79,2.0,5.0
26453,1.5,Ideal,D,VS2,62.6,56.0,15992.0,7.27,7.21,4.53,3.0,6.0
26454,2.07,Premium,I,SI1,62.3,60.0,15992.0,8.16,8.12,5.07,2.0,1.0
26455,2.53,Ideal,J,SI2,61.5,53.0,15993.0,8.78,8.74,5.39,1.0,0.0
26456,1.5,Ideal,D,VS2,62.8,53.5,15996.0,7.27,7.33,4.58,3.0,6.0
26457,2.02,Premium,H,SI2,59.9,55.0,15996.0,8.28,8.17,4.93,1.0,2.0
26458,2.01,Good,I,VS2,63.6,57.0,16003.0,7.87,7.95,5.03,3.0,1.0
26459,2.25,Premium,J,SI1,61.8,61.0,16004.0,8.46,8.39,5.21,2.0,0.0
26460,2.01,Good,F,SI2,62.9,58.0,16013.0,7.89,8.01,5.0,1.0,4.0
26461,2.02,Ideal,I,VS2,61.5,58.0,16018.0,8.19,8.11,5.01,3.0,1.0
26462,2.37,Premium,H,SI2,62.3,57.0,16021.0,8.55,8.5,5.31,1.0,2.0
26463,1.5,Premium,E,VS1,62.5,58.0,16023.0,7.21,7.28,4.53,4.0,5.0
26464,2.23,Premium,J,VS1,61.7,58.0,16025.0,8.41,8.34,5.17,4.0,0.0
26465,2.0,Premium,H,SI2,62.8,56.0,16031.0,8.04,7.98,5.03,1.0,2.0
26466,2.17,Good,H,SI2,58.9,62.0,16036.0,8.48,8.52,5.01,1.0,2.0
26467,3.01,Ideal,J,SI2,61.7,58.0,16037.0,9.25,9.2,5.69,1.0,0.0
26468,2.28,Very Good,I,SI2,62.9,57.0,16041.0,8.34,8.41,5.27,1.0,1.0
26469,2.03,Very Good,J,VVS2,63.2,60.0,16043.0,7.94,7.88,5.0,5.0,0.0
26470,1.5,Very Good,F,VS2,59.1,59.0,16048.0,7.45,7.48,4.41,3.0,4.0
26471,1.53,Premium,E,VS2,61.6,58.0,16049.0,7.35,7.32,4.52,3.0,5.0
26472,1.56,Ideal,G,VS1,61.3,56.0,16052.0,7.48,7.44,4.57,4.0,3.0
26473,1.52,Ideal,F,VS1,62.2,55.0,16055.0,7.29,7.41,4.57,4.0,4.0
26474,2.37,Ideal,J,VS2,62.2,57.0,16059.0,8.52,8.58,5.32,3.0,0.0
26475,2.3,Ideal,J,VS2,62.4,56.0,16062.0,8.44,8.49,5.28,3.0,0.0
26476,2.13,Good,H,SI2,59.2,58.0,16062.0,8.35,8.41,4.96,1.0,2.0
26477,2.0,Very Good,E,SI2,62.9,56.0,16064.0,7.94,8.0,5.01,1.0,5.0
26478,2.0,Very Good,E,SI2,60.5,60.0,16064.0,8.03,8.08,4.87,1.0,5.0
26479,2.01,Premium,E,SI2,58.7,54.0,16064.0,8.27,8.2,4.83,1.0,5.0
26480,1.6,Premium,G,VVS2,60.6,60.0,16068.0,7.51,7.57,4.57,5.0,3.0
26481,2.0,Premium,I,VS2,58.6,62.0,16068.0,8.2,8.17,4.8,3.0,1.0
26482,1.75,Very Good,G,VS2,62.8,59.0,16073.0,7.53,7.62,4.76,3.0,3.0
26483,1.0,Very Good,D,IF,63.3,59.0,16073.0,6.37,6.33,4.02,7.0,6.0
26484,2.03,Premium,H,SI2,61.6,58.0,16075.0,8.17,8.09,5.01,1.0,2.0
26485,2.24,Very Good,H,SI2,62.3,57.0,16077.0,8.3,8.36,5.19,1.0,2.0
26486,2.16,Very Good,I,VS2,58.6,60.0,16080.0,8.48,8.55,4.99,3.0,1.0
26487,1.54,Very Good,F,VS1,63.3,58.0,16082.0,7.34,7.3,4.63,4.0,4.0
26488,2.01,Good,F,SI2,64.1,57.0,16085.0,7.78,7.82,5.0,1.0,4.0
26489,1.7,Very Good,G,VS2,61.6,58.0,16086.0,7.63,7.67,4.71,3.0,3.0
26490,2.01,Fair,D,SI2,66.9,57.0,16086.0,7.87,7.76,5.23,1.0,6.0
26491,1.01,Very Good,D,IF,61.6,56.0,16087.0,6.43,6.46,3.97,7.0,6.0
26492,1.51,Premium,G,VS2,61.3,58.0,16091.0,7.39,7.33,4.51,3.0,3.0
26493,2.0,Very Good,H,SI1,60.3,61.0,16092.0,8.11,8.17,4.91,2.0,2.0
26494,2.24,Premium,I,SI2,62.5,59.0,16097.0,8.36,8.28,5.2,1.0,1.0
26495,2.06,Premium,H,SI2,60.0,60.0,16098.0,6.29,6.25,4.96,1.0,2.0
26496,2.31,Premium,J,VVS1,62.1,58.0,16100.0,8.49,8.42,5.25,6.0,0.0
26497,1.52,Premium,G,VVS1,60.4,59.0,16104.0,7.48,7.38,4.49,6.0,3.0
26498,1.52,Ideal,G,VVS1,62.4,55.0,16104.0,7.39,7.3,4.58,6.0,3.0
26499,2.01,Very Good,H,SI2,63.4,57.0,16111.0,8.0,7.93,5.05,1.0,2.0
26500,2.1,Premium,G,SI2,60.9,57.4,16112.0,8.17,8.27,5.0,1.0,3.0
26501,1.62,Premium,F,VS1,61.3,57.0,16112.0,7.6,7.55,4.64,4.0,4.0
26502,1.5,Very Good,F,VVS2,63.8,59.0,16116.0,7.17,7.25,4.6,5.0,4.0
26503,1.7,Premium,G,VS2,60.9,60.0,16123.0,7.71,7.68,4.69,3.0,3.0
26504,2.38,Very Good,J,VS2,62.6,59.0,16126.0,8.49,8.52,5.32,3.0,0.0
26505,2.02,Ideal,I,SI1,62.4,56.0,16128.0,8.07,8.11,5.05,2.0,1.0
26506,1.51,Very Good,E,VS1,59.5,59.0,16129.0,7.48,7.54,4.47,4.0,5.0
26507,1.2,Ideal,D,VVS2,61.9,56.0,16130.0,6.81,6.83,4.22,5.0,6.0
26508,1.73,Ideal,F,VS1,62.1,57.0,16131.0,7.73,7.64,4.77,4.0,4.0
26509,1.55,Premium,D,VS2,61.5,58.0,16137.0,7.51,7.48,4.61,3.0,6.0
26510,2.01,Very Good,H,SI2,60.5,61.0,16140.0,8.09,8.14,4.91,1.0,2.0
26511,2.15,Ideal,H,SI2,60.3,59.0,16146.0,8.34,8.41,5.05,1.0,2.0
26512,2.19,Ideal,I,SI2,62.4,56.0,16147.0,8.26,8.3,5.17,1.0,1.0
26513,2.05,Good,G,SI2,63.7,61.0,16148.0,7.99,8.03,5.1,1.0,3.0
26514,2.01,Good,I,VS2,63.6,57.0,16149.0,7.95,7.87,5.03,3.0,1.0
26515,2.01,Premium,I,VS2,61.6,61.0,16149.0,8.08,7.97,4.94,3.0,1.0
26516,2.12,Very Good,H,SI2,62.3,59.0,16151.0,8.15,8.19,5.09,1.0,2.0
26517,1.74,Very Good,G,VS2,62.9,57.0,16169.0,7.64,7.68,4.82,3.0,3.0
26518,1.54,Ideal,G,VVS1,60.8,57.0,16169.0,7.45,7.49,4.54,6.0,3.0
26519,1.5,Premium,E,VS1,62.5,58.0,16169.0,7.28,7.21,4.53,4.0,5.0
26520,2.43,Very Good,H,SI2,63.2,57.0,16170.0,8.56,8.5,5.39,1.0,2.0
26521,1.98,Premium,I,VS1,62.5,58.0,16171.0,7.95,7.99,4.98,4.0,1.0
26522,1.5,Ideal,G,VS1,61.3,56.0,16171.0,7.41,7.37,4.53,4.0,3.0
26523,2.28,Premium,J,VS1,60.3,58.0,16174.0,8.58,8.53,5.16,4.0,0.0
26524,2.02,Very Good,I,VS2,63.2,53.0,16179.0,8.09,8.18,5.14,3.0,1.0
26525,2.3,Ideal,I,SI2,61.8,57.0,16181.0,8.45,8.48,5.23,1.0,1.0
26526,1.62,Ideal,G,VS2,61.3,55.0,16183.0,7.55,7.6,4.64,3.0,3.0
26527,1.52,Premium,E,VS1,60.1,59.0,16187.0,7.49,7.45,4.49,4.0,5.0
26528,2.28,Ideal,I,SI2,62.9,57.0,16187.0,8.41,8.34,5.27,1.0,1.0
26529,2.11,Very Good,G,SI2,62.2,60.0,16188.0,8.15,8.19,5.08,1.0,3.0
26530,2.07,Ideal,I,SI2,62.0,55.0,16189.0,8.12,8.22,5.07,1.0,1.0
26531,2.2,Premium,I,SI2,62.4,55.0,16190.0,8.41,8.34,5.23,1.0,1.0
26532,2.02,Premium,I,SI1,62.5,59.0,16191.0,8.05,8.01,5.02,2.0,1.0
26533,2.02,Very Good,I,SI1,59.8,59.0,16192.0,8.21,8.3,4.94,2.0,1.0
26534,3.67,Premium,I,I1,62.4,56.0,16193.0,9.86,9.81,6.13,0.0,1.0
26535,2.58,Premium,H,SI2,62.6,57.0,16195.0,8.77,8.73,5.48,1.0,2.0
26536,2.42,Premium,J,SI2,62.3,58.0,16198.0,8.63,8.55,5.35,1.0,0.0
26537,2.42,Premium,J,SI2,58.5,59.0,16198.0,8.85,8.82,5.17,1.0,0.0
26538,2.42,Premium,J,SI2,62.4,58.0,16198.0,8.58,8.53,5.34,1.0,0.0
26539,2.0,Good,E,SI2,57.6,63.0,16206.0,8.2,8.16,4.73,1.0,5.0
26540,2.09,Very Good,F,SI2,62.5,60.0,16210.0,8.14,8.06,5.06,1.0,4.0
26541,1.6,Premium,G,VVS2,60.6,60.0,16215.0,7.57,7.51,4.57,5.0,3.0
26542,1.53,Very Good,G,VS1,61.9,57.0,16219.0,7.39,7.32,4.55,4.0,3.0
26543,1.75,Premium,G,VS2,62.8,59.0,16220.0,7.62,7.53,4.76,3.0,3.0
26544,1.74,Good,G,VS1,58.6,62.0,16223.0,7.83,7.88,4.6,4.0,3.0
26545,2.03,Ideal,G,SI1,60.3,56.0,16224.0,8.27,8.21,4.97,2.0,3.0
26546,2.01,Good,F,SI2,58.1,64.0,16231.0,8.23,8.19,4.77,1.0,4.0
26547,2.01,Good,F,SI2,64.1,57.0,16231.0,7.82,7.78,5.0,1.0,4.0
26548,1.87,Premium,E,SI1,61.9,58.0,16232.0,7.94,7.88,4.9,2.0,5.0
26549,1.01,Premium,D,IF,61.6,56.0,16234.0,6.46,6.43,3.97,7.0,6.0
26550,2.06,Ideal,G,SI2,62.9,56.0,16235.0,8.13,8.04,5.08,1.0,3.0
26551,2.05,Premium,H,VS2,60.7,61.0,16235.0,8.25,8.13,4.97,3.0,2.0
26552,2.32,Premium,F,SI2,62.5,59.0,16237.0,8.51,8.44,5.3,1.0,4.0
26553,2.66,Good,H,SI2,63.8,57.0,16239.0,8.71,8.65,5.54,1.0,2.0
26554,2.66,Good,H,SI2,63.8,57.0,16239.0,8.71,8.65,5.54,1.0,2.0
26555,2.2,Very Good,H,VS2,63.3,58.0,16239.0,8.25,8.22,5.21,3.0,2.0
26556,1.6,Ideal,F,VS2,60.2,55.5,16240.0,7.6,7.66,4.59,3.0,4.0
26557,1.7,Ideal,H,VS1,61.5,55.0,16240.0,7.69,7.73,4.74,4.0,2.0
26558,1.63,Ideal,G,VS1,61.5,57.0,16241.0,7.58,7.6,4.67,4.0,3.0
26559,2.26,Good,I,SI2,56.9,60.0,16241.0,8.73,8.66,4.95,1.0,1.0
26560,2.26,Premium,I,SI2,62.0,58.0,16241.0,8.4,8.37,5.2,1.0,1.0
26561,2.01,Premium,G,SI1,62.3,61.0,16242.0,7.96,7.89,5.02,2.0,3.0
26562,1.23,Ideal,D,VVS1,62.4,57.0,16253.0,6.88,6.83,4.28,6.0,6.0
26563,1.73,Premium,E,SI1,62.6,58.0,16253.0,7.67,7.59,4.78,2.0,5.0
26564,1.2,Ideal,E,VVS1,61.8,56.0,16256.0,6.78,6.87,4.22,6.0,5.0
26565,2.02,Ideal,F,SI2,62.2,57.0,16256.0,8.07,8.03,5.01,1.0,4.0
